Rank	Score	Type	ID	Name	Description
7736	-49.97	cp	BRD-K83508485	FK-888	Tachykinin antagonist
7739	-50.09	cp	BRD-K87573634	propylpyrazole	Estrogen receptor agonist
7742	-50.14	cp	BRD-K81272440	dantrolene	Calcium channel blocker
7743	-50.19	cp	BRD-A34806832	proscillaridin	ATPase inhibitor
7744	-50.2	cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist
7746	-50.29	cp	BRD-K24201553	SB-269970	Serotonin receptor antagonist
7751	-50.52	cp	BRD-K51476772	ST-638	Tyrosine kinase inhibitor
7754	-50.6	cp	BRD-K62929068	6-benzylaminopurine	Purinergic receptor activator
7761	-50.89	cp	BRD-K65417056	meprylcaine	Local anesthetic
7763	-51	cp	BRD-K24859147	KIN001-242	Protein kinase inhibitor
7768	-51.2	cp	BRD-K93460210	lamotrigine	Serotonin receptor antagonist
7769	-51.2	cp	BRD-A75479906	rimantadine	Antiviral
7773	-51.47	cp	BRD-A12560204	nitrendipine	Calcium channel blocker
7774	-51.58	cp	BRD-A98299281	velnacrine	cholinesterase inhibitor
7776	-51.72	cp	BRD-U37049823	HG-6-64-01	RAF inhibitor
7777	-51.79	cp	BRD-K14807180	SB-221284	Serotonin receptor antagonist
7778	-51.8	cp	BRD-K41160163	fenobam	Glutamate receptor antagonist
7782	-51.97	cp	BRD-K50891186	GR-103691	Dopamine receptor antagonist
7784	-52.18	cp	BRD-A13133631	fluorometholone	Glucocorticoid receptor agonist
7789	-52.44	cp	BRD-A41112154	oleanolic-acid	G protein-coupled receptor agonist
7790	-52.48	cp	BRD-K05804044	AZ-628	RAF inhibitor
7794	-52.62	cp	BRD-K86887724	dofetilide	Potassium channel blocker
7795	-52.62	cp	BRD-A66927094	nemonapride	Dopamine receptor antagonist
7796	-52.67	cp	BRD-K15196155	IBC-293	Hydroxycarboxylic acid receptor agonist
7799	-52.81	cp	BRD-K26117720	gingerol	Nitric oxide synthase inhibitor
7800	-52.84	cp	BRD-K48722258	dilazep	Adenosine reuptake inhibitor
7804	-53.15	cp	BRD-K72420232	WZ-4002	EGFR inhibitor
7809	-53.43	cp	BRD-K93325701	damnacanthal	SRC inhibitor
7813	-53.62	cp	BRD-K04412738	tramadol	Norepinephrine reuptake inhibitor
7814	-53.71	cp	BRD-A21858158	praziquantel	Anthelmintic
7815	-53.73	cp	BRD-K64044582	linoleamide	ACAT inhibitor
7819	-53.86	cp	BRD-A92161634	scopoline	Acetylcholine receptor antagonist
7825	-54.14	cp	BRD-A22143024	estropipate	Estrogen receptor agonist
7826	-54.15	cp	BRD-A52588987	SKF-83566	Dopamine receptor antagonist
7829	-54.18	cp	BRD-K10961822	latanoprost	Prostanoid receptor agonist
7830	-54.2	cp	BRD-A37817666	picrotoxin	GABA receptor antagonist
7831	-54.2	cp	BRD-A62021152	WAY-161503	Serotonin receptor agonist
7832	-54.2	cp	BRD-K73978287	hydrocortisone	Glucocorticoid receptor agonist
7835	-54.5	cp	BRD-A62035778	scopolamine	Acetylcholine receptor antagonist
7837	-54.56	cp	BRD-A75368507	demeclocycline	Bacterial 30S ribosomal subunit inhibitor
7846	-54.81	cp	BRD-K67102207	phenylbutyrate	HDAC inhibitor
7847	-54.84	cp	BRD-A01346607	flumetasone	Glucocorticoid receptor agonist
7849	-54.9	cp	BRD-K79930101	GW-583340	EGFR inhibitor
7854	-55.27	cp	BRD-K00675675	CL-82198	Metalloproteinase inhibitor
7860	-55.48	cp	BRD-A94709349	metaxalone	Muscle relaxant
7864	-55.66	cp	BRD-K06388322	pramipexole	Dopamine receptor agonist
7866	-55.86	cp	BRD-A82096673	KU-C103428N	CDC inhibitor
7867	-55.92	cp	BRD-K41445866	alfaxalone	Chloride channel agonist
7870	-55.96	cp	BRD-K34014345	naproxol	Anti-inflammatory
7873	-56.15	cp	BRD-U73238814	QL-XI-92	DDR1 inhibitor
7878	-56.4	cp	BRD-K02113016	olaparib	PARP inhibitor
7885	-56.88	cp	BRD-K61480498	epoxycholesterol	LXR agonist
7886	-56.92	cp	BRD-K28346421	rifapentine	RNA polymerase inhibitor
7891	-57.44	cp	BRD-K57631554	aminolevulinic-acid	Oxidizing agent
7897	-57.64	cp	BRD-K54472332	elvitegravir	HIV integrase inhibitor
7900	-57.79	cp	BRD-K61737877	VEGF-receptor-2-kinase-inhibitor-IV	VEGFR inhibitor
7903	-57.93	cp	BRD-K62792802	LY-83583	Guanylyl cyclase inhibitor
7905	-58.17	cp	BRD-K15933101	ropinirole	Dopamine receptor agonist
7909	-58.29	cp	BRD-K12260308	xanthoxyline	Antifungal
7911	-58.57	cp	BRD-K54759182	dosulepin	Norepinephrine reuptake inhibitor
7912	-58.66	cp	BRD-K18618618	cimetidine	Histamine receptor antagonist
7916	-58.87	cp	BRD-A02333338	cyclopamine	Smoothened receptor antagonist
7918	-59.05	cp	BRD-K28470988	L-690330	Inositol monophosphatase inhibitor
7919	-59.1	cp	BRD-K85266041	DNQX	Glutamate receptor antagonist
7923	-59.21	cp	BRD-A07875874	cilnidipine	Calcium channel blocker
7925	-59.31	cp	BRD-K17674993	diflorasone	Corticosteroid agonist
7928	-59.53	cp	BRD-K48735772	PD-158780	EGFR inhibitor
7930	-59.63	cp	BRD-K54330070	SB-202190	p38 MAPK inhibitor
7937	-59.91	cp	BRD-K95402279	geranylgeraniol	Farnesyltransferase inhibitor
7938	-59.95	cp	BRD-A62184259	cycloheximide	Protein synthesis inhibitor
7944	-60.27	cp	BRD-A94793051	gestrinone	Progesterone receptor antagonist
7947	-60.58	cp	BRD-K34581968	BMS-536924	IGF-1 inhibitor
7954	-61.15	cp	BRD-A76279427	myriocin	Serine palmitoyltransferase inhibitor
7956	-61.25	cp	BRD-K62858456	lomerizine	Calcium channel blocker
7965	-61.93	cp	BRD-A14966924	alaproclate	Serotonin receptor antagonist
7966	-61.94	cp	BRD-A64977602	mirtazapine	Adrenergic receptor antagonist
7968	-62.03	cp	BRD-K79602928	metformin	Insulin sensitizer
7970	-62.08	cp	BRD-K14221570	benzopurpurin-4b	HIV entry inhibitor
7973	-62.12	cp	BRD-A09722536	cyclophosphamide	DNA alkylating agent
7980	-62.44	cp	BRD-K50398167	meclofenamic-acid	Cyclooxygenase inhibitor
7981	-62.46	cp	BRD-K82941592	rosuvastatin	HMGCR inhibitor
7982	-62.57	cp	BRD-K10852020	tolcapone	Catechol O methyltransferase inhibitor
7983	-62.65	cp	BRD-K18787491	U-0126	MEK inhibitor
7985	-62.7	cp	BRD-A72441487	stiripentol	GABA uptake inhibitor
7989	-62.99	cp	BRD-K68488863	ENMD-2076	FLT3 inhibitor
7991	-63.14	cp	BRD-K97799481	theophylline	Adenosine receptor antagonist
7992	-63.15	cp	BRD-K77286328	reversine	Aurora kinase inhibitor
8004	-63.87	cp	BRD-K53790871	triamcinolone	Glucocorticoid receptor agonist
8005	-63.88	cp	BRD-A15297126	fluocinonide	Glucocorticoid receptor agonist
8012	-63.95	cp	BRD-K89152108	liothyronine	Thyroid hormone stimulant
8013	-64	cp	BRD-K64890080	BI-2536	PLK inhibitor
8016	-64.1	cp	BRD-K06543683	bisindolylmaleimide-ix	CDK inhibitor
8017	-64.39	cp	BRD-K45117373	Y-26763	Potassium channel activator
8019	-64.48	cp	BRD-A94756469	digoxin	ATPase inhibitor
8020	-64.49	cp	BRD-A31195449	TCB2	Serotonin receptor agonist
8022	-64.62	cp	BRD-K19540840	saracatinib	SRC inhibitor
8023	-64.81	cp	BRD-K15519488	CS-110266	Dopamine receptor agonist
8030	-65.42	cp	BRD-K64341947	CFM-1571	Guanylate cyclase activator
8032	-65.48	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
8034	-65.7	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
8037	-65.75	cp	BRD-K66896231	BRD-K66896231	Acetylcholinesterase inhibitor
8040	-65.94	cp	BRD-A69512159	carbidopa	Aromatic L-amino acid decarboxylase inhibitor
8046	-66.28	cp	BRD-A43849199	karakoline	Phytotoxin
8048	-66.33	cp	BRD-K38251852	paxilline	Potassium channel blocker
8050	-66.41	cp	BRD-K41868777	W-5	Calmodulin antagonist
8051	-66.68	cp	BRD-A94543220	bifonazole	Sterol demethylase inhibitor
8053	-66.72	cp	BRD-K16478699	PLX-4720	RAF inhibitor
8056	-66.8	cp	BRD-K25186396	tangeritin	Cell cycle inhibitor
8057	-66.83	cp	BRD-K15592317	CP466722	ATM kinase inhibitor
8060	-66.91	cp	BRD-K24240364	GYKI-52466	Glutamate receptor antagonist
8061	-66.93	cp	BRD-K22193694	dioxybenzone	Topical sunscreen agent
8062	-66.99	cp	BRD-K55430733	WAY-629	Serotonin receptor agonist
8065	-67.17	cp	BRD-K12244279	MEK1-2-inhibitor	MEK inhibitor
8066	-67.18	cp	BRD-A78391468	prednisolone	Glucocorticoid receptor agonist
8067	-67.21	cp	BRD-K81521265	dicyclohexylurea	Epoxide hydolase inhibitor
8068	-67.24	cp	BRD-K78838262	austricine	Hypolipidemic
8069	-67.24	cp	BRD-A37837077	cyclazosin	Adrenergic receptor antagonist
8070	-67.26	cp	BRD-A96255180	ribavirin	Antiviral
8072	-67.45	cp	BRD-K03406345	azacitidine	DNA methyltransferase inhibitor
8077	-67.61	cp	BRD-A65282128	cefazolin	Bacterial cell wall synthesis inhibitor
8078	-67.62	cp	BRD-K02950022	BMS-299897	Gamma secretase inhibitor
8082	-67.79	cp	BRD-K67860401	AR-A014418	Glycogen synthase kinase inhibitor
8083	-67.86	cp	BRD-U82589721	HG-5-113-01	Protein kinase inhibitor
8093	-68.34	cp	BRD-K41337261	ZM-306416	ABL inhibitor
8096	-68.49	cp	BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	Rho associated kinase inhibitor
8100	-68.84	cp	BRD-K58299615	RO-90-7501	Beta amyloid inhibitor
8101	-68.9	cp	BRD-A19500257	geldanamycin	HSP inhibitor
8102	-69.06	cp	BRD-K58772419	AZD-6482	PI3K inhibitor
8104	-69.09	cp	BRD-K63641886	cefuroxime	Bacterial cell wall synthesis inhibitor
8111	-69.58	cp	BRD-A13188892	doxazosin	Adrenergic receptor antagonist
8112	-69.62	cp	BRD-K89402695	L-655240	Thromboxane receptor antagonist
8113	-69.66	cp	BRD-U51951544	ZG-10	JNK inhibitor
8118	-69.94	cp	BRD-A17535965	gelsemine	Acetylcholine receptor antagonist
8119	-70.08	cp	BRD-K67977190	eprosartan	Angiotensin receptor antagonist
8120	-70.2	cp	BRD-K29582115	ziprasidone	Dopamine receptor antagonist
8121	-70.22	cp	BRD-K99291625	SB-203580	p38 MAPK inhibitor
8123	-70.32	cp	BRD-K60640630	mometasone	Glucocorticoid receptor agonist
8125	-70.49	cp	BRD-A69917777	aminopentamide	Acetylcholine receptor antagonist
8126	-70.6	cp	BRD-K43389675	daunorubicin	RNA synthesis inhibitor
8133	-71.03	cp	BRD-A01643550	prednisolone	Glucocorticoid receptor agonist
8142	-71.69	cp	BRD-A08877921	cephalotaxine	Protein synthesis inhibitor
8143	-71.75	cp	BRD-K28075147	biochanin-a	Estrogen receptor agonist
8148	-72.04	cp	BRD-A91866971	SQ-29548	Thromboxane receptor antagonist
8152	-72.34	cp	BRD-K06792661	narciclasine	Coflilin signaling pathway activator
8153	-72.34	cp	BRD-A65767837	hydrocortisone	Glucocorticoid receptor agonist
8154	-72.37	cp	BRD-K34820100	tebuthiuron	Photosynthesis inhibitor
8155	-72.48	cp	BRD-K78485176	olmesartan	Angiotensin receptor antagonist
8156	-72.49	cp	BRD-K11636097	JNJ-7706621	CDK inhibitor
8157	-72.5	cp	BRD-K01253243	SB-590885	RAF inhibitor
8160	-72.76	cp	BRD-K69932463	AZD-8055	MTOR inhibitor
8163	-72.94	cp	BRD-K29173907	isoflupredone	Glucocorticoid receptor agonist
8166	-73.06	cp	BRD-K32398298	alprazolam	Benzodiazepine receptor agonist
8170	-73.23	cp	BRD-A92439610	triamcinolone	Glucocorticoid receptor agonist
8171	-73.24	cp	BRD-K87909389	alvocidib	CDK inhibitor
8174	-73.33	cp	BRD-A73909368	dactinomycin	RNA polymerase inhibitor
8175	-73.42	cp	BRD-K08554278	bisbenzimide	DNA binding agent
8177	-73.51	cp	BRD-A52193669	withaferin-a	IKK inhibitor
8181	-73.72	cp	BRD-A04327189	synephrine	Adrenergic receptor agonist
8183	-73.8	cp	BRD-K50495309	SRC-kinase-inhibitor-I	SRC inhibitor
8184	-73.85	cp	BRD-A87125127	3-matida	Glutamate receptor antagonist
8186	-74.03	cp	BRD-K62310379	fluticasone	Glucocorticoid receptor agonist
8187	-74.05	cp	BRD-K81709173	halcinonide	Glucocorticoid receptor agonist
8189	-74.18	cp	BRD-K15842202	eudesmic-acid	-666
8197	-74.7	cp	BRD-K01436366	XMD-1150	Leucine rich repeat kinase inhibitor
8198	-74.77	cp	BRD-A51714012	venlafaxine	Adrenergic inhibitor
8203	-74.93	cp	BRD-K38615104	A-443644	AKT inhibitor
8204	-75.03	cp	BRD-K76205745	losartan	Angiotensin receptor antagonist
8206	-75.35	cp	BRD-K09499853	KU-0060648	DNA dependent protein kinase inhibitor
8210	-75.63	cp	BRD-A17065207	brefeldin-a	Protein synthesis inhibitor
8212	-75.8	cp	BRD-K53414658	tivozanib	VEGFR inhibitor
8215	-76.02	cp	BRD-K64052750	gefitinib	EGFR inhibitor
8219	-76.1	cp	BRD-K00206590	P-1075	ATP channel activator
8220	-76.11	cp	BRD-A93424738	dexamethasone	Glucocorticoid receptor agonist
8223	-76.17	cp	BRD-K49328571	dasatinib	BCR-ABL kinase inhibitor
8231	-76.52	cp	BRD-A25687296	emetine	Protein synthesis inhibitor
8233	-76.65	cp	BRD-K68065987	MK-2206	AKT inhibitor
8235	-76.71	cp	BRD-A47513740	calyculin	Protein phosphatase inhibitor
8237	-76.85	cp	BRD-A16754160	ampicillin	Bacterial cell wall synthesis inhibitor
8238	-76.86	cp	BRD-K23335153	AMN-082	Glutamate receptor modulator
8240	-76.99	cp	BRD-K84085265	CG-930	JNK inhibitor
8244	-77.24	cp	BRD-K08589866	linsitinib	IGF-1 inhibitor
8245	-77.3	cp	BRD-A42628519	iopanoic-acid	Radiopaque medium
8246	-77.38	cp	BRD-K82577285	dipropyl-dopamine	Dopamine receptor agonist
8248	-77.46	cp	BRD-A01787639	naftopidil	Adrenergic receptor antagonist
8252	-77.91	cp	BRD-K88677950	PD-198306	MAP kinase inhibitor
8254	-77.92	cp	BRD-K80348542	cephaeline	Protein synthesis inhibitor
8258	-78.02	cp	BRD-K11927976	ER-27319	Mediator release inhibitor
8266	-78.46	cp	BRD-K94353609	fluocinolone	Glucocorticoid receptor agonist
8267	-78.58	cp	BRD-K39944607	ochratoxin-a	Phenylalanyl tRNA synthetase inhibitor
8273	-78.92	cp	BRD-K26160755	RS-45041-190	Imidazoline receptor agonist
8274	-79.02	cp	BRD-A20126139	medrysone	Glucocorticoid receptor agonist
8275	-79.03	cp	BRD-A09161221	nomilin	HSP inhibitor
8278	-79.21	cp	BRD-K93918653	quizartinib	FLT3 inhibitor
8283	-79.75	cp	BRD-K09668667	benzo(a)pyrene	Carcinogen
8284	-79.9	cp	BRD-K08998509	fananserin	Dopamine receptor antagonist
8288	-79.99	cp	BRD-K49372556	mofezolac	Cyclooxygenase inhibitor
8290	-80.2	cp	BRD-K62736196	guanabenz	-666
8291	-80.4	cp	BRD-K21971034	OM-137	Aurora kinase inhibitor
8296	-80.66	cp	BRD-K88358234	xaliproden	Serotonin receptor agonist
8298	-80.75	cp	BRD-K73589401	corticosterone	mineralocorticoid receptor agonist
8299	-80.92	cp	BRD-K68756823	FR-180204	-666
8300	-80.93	cp	BRD-A25143711	hydrocortisone	Glucocorticoid receptor agonist
8303	-80.98	cp	BRD-K69650333	idarubicin	Topoisomerase inhibitor
8307	-81.18	cp	BRD-K47598052	PP-1	SRC inhibitor
8313	-81.76	cp	BRD-K33551950	radicicol	HSP inhibitor
8314	-81.82	cp	BRD-A47829399	artesunate	DNA synthesis inhibitor
8316	-81.97	cp	BRD-A28970875	puromycin	Protein synthesis inhibitor
8320	-82.29	cp	BRD-K64800655	PHA-793887	CDK inhibitor
8322	-82.36	cp	BRD-K30697463	desoximetasone	Glucocorticoid receptor agonist
8328	-82.93	cp	BRD-K84595254	strophanthidin	ATPase inhibitor
8330	-83.01	cp	BRD-A38749782	fludrocortisone	Glucocorticoid receptor agonist
8333	-83.23	cp	BRD-K67868012	PI-103	MTOR inhibitor
8335	-83.39	cp	BRD-K27305650	LY-294002	MTOR inhibitor
8336	-83.48	cp	BRD-A83431637	resmethrin	Cytochrome P450 inhibitor
8337	-83.53	cp	BRD-K51967704	BIIB021	HSP inhibitor
8339	-83.62	cp	BRD-K76674262	homoharringtonine	Protein synthesis inhibitor
8342	-83.82	cp	BRD-A17448384	beclometasone	Glucocorticoid receptor agonist
8346	-83.89	cp	BRD-K41895714	AS-605240	PI3K inhibitor
8349	-83.93	cp	BRD-K36862742	hydroflumethiazide	Sodium/potassium/chloride transporter inhibitor
8350	-83.94	cp	BRD-A13122391	triptolide	RNA polymerase inhibitor
8354	-84.41	cp	BRD-A18497530	5-iodotubercidin	Adenosine kinase inhibitor
8357	-84.49	cp	BRD-K09631521	thiotepa	Cytochrome P450 inhibitor
8359	-84.82	cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor
8367	-85.33	cp	BRD-K00312224	PPT	Estrogen receptor agonist
8377	-86.01	cp	BRD-K97365803	PI-828	PI3K inhibitor
8379	-86.14	cp	BRD-K68336408	tyrphostin-AG-1478	EGFR inhibitor
8382	-86.22	cp	BRD-K67506692	tyrphostin-AG-126	ERK1 and ERK2 phosphorylation inhibitor
8392	-86.93	cp	BRD-K91370081	anisomycin	DNA synthesis inhibitor
8394	-87.19	cp	BRD-K17953061	staurosporine	PKC inhibitor
8395	-87.19	cp	BRD-K21680192	mitoxantrone	Topoisomerase inhibitor
8397	-87.29	cp	BRD-K62810658	PD-98059	MEK inhibitor
8400	-87.42	cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor
8401	-87.48	cp	BRD-A93236127	digitoxin	ATPase inhibitor
8407	-87.74	cp	BRD-A35108200	dexamethasone	Glucocorticoid receptor agonist
8408	-87.94	cp	BRD-K36529613	PU-H71	HSP inhibitor
8409	-87.95	cp	BRD-K41051431	mecillinam	Bacterial cell wall synthesis inhibitor
8418	-88.73	cp	BRD-K01493881	apigenin	Casein kinase inhibitor
8420	-88.8	cp	BRD-A59174698	ritodrine	Adrenergic receptor agonist
8426	-89.13	cp	BRD-A79237180	ascorbic-acid	Antioxidant
8433	-89.35	cp	BRD-K37814297	acepromazine	Dopamine receptor antagonist
8439	-89.83	cp	BRD-K67566344	KU-0063794	MTOR inhibitor
8444	-90.14	cp	BRD-K50387473	XMD-892	MAP kinase inhibitor
8451	-90.54	cp	BRD-K45988865	tetramethylsilane	Internal standard for NMR spectroscopy
8454	-90.72	cp	BRD-K55420858	mirin	MRE11A exonuclease inhibitor
8455	-90.72	cp	BRD-K99818283	PIK-90	PI3K inhibitor
8456	-90.75	cp	BRD-K46056750	AZD-7762	CHK inhibitor
8457	-90.82	cp	BRD-K72541103	JAK3-inhibitor-I	JAK inhibitor
8458	-90.87	cp	BRD-A99833829	bethanechol	Acetylcholine receptor agonist
8464	-91.47	cp	BRD-K57080016	selumetinib	MEK inhibitor
8466	-91.57	cp	BRD-K89014967	AS-703026	MEK inhibitor
8468	-91.61	cp	BRD-K76064317	tyrphostin-AG-1296	FLT3 inhibitor
8471	-92.21	cp	BRD-K19220233	JNK-9L	JNK inhibitor
8476	-92.58	cp	BRD-K83010055	VU-0415374-1	Glutamate receptor modulator
8478	-92.74	cp	BRD-K12502280	TG-101348	FLT3 inhibitor
8480	-92.78	cp	BRD-K14791739	fluticasone	Glucocorticoid receptor agonist
8490	-93.59	cp	BRD-K04548931	pidorubicine	Topoisomerase inhibitor
8492	-94.06	cp	BRD-K63068307	ZSTK-474	PI3K inhibitor
8494	-94.22	cp	BRD-K98493452	honokiol	AKT inhibitor
8496	-94.44	cp	BRD-K96740444	itopride	Dopamine receptor antagonist
8500	-94.64	cp	BRD-K41859756	NVP-AUY922	HSP inhibitor
8503	-94.77	cp	BRD-K56343971	vemurafenib	RAF inhibitor
8510	-95.5	cp	BRD-K21565985	xylazine	Adrenergic receptor agonist
8521	-96.93	cp	BRD-K79090631	CGP-60474	CDK inhibitor
8525	-97.14	cp	BRD-K06234293	LY-364947	TGF beta receptor inhibitor
8526	-97.22	cp	BRD-K51575138	TPCA-1	IKK inhibitor
8528	-97.53	cp	BRD-K50388907	fenofibrate	PPAR receptor agonist
8531	-97.74	cp	BRD-K23192422	lestaurtinib	FLT3 inhibitor
8535	-98.17	cp	BRD-K67578145	GDC-0879	RAF inhibitor
8536	-98.2	cp	BRD-K05104363	PD-184352	MEK inhibitor
8537	-98.24	cp	BRD-K76617868	fasudil	Rho associated kinase inhibitor
