"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg19708201",-0.404202260381042,0.454097902518206,-10.2268337822143,9.03960731179241e-21,7.36017817523776e-19,36.3364526958049,0.37453052842745,0.778732788808492,0.404202260381041,"1",237996893,"F","II","RYR2","3'UTR","opensea","3'UTR-opensea","",NA,TRUE,"","",""
"cg27224069",-0.423843487763872,0.529378737795852,-10.2266861556464,9.04935697739972e-21,7.36520879122891e-19,36.3353858348563,0.445944980362019,0.86978846812589,0.423843487763871,"17",32612799,"F","I","CCL11","1stExon","opensea","1stExon-opensea","",NA,TRUE,"","rs56120942",""
"cg01447854",-0.401411456839202,0.514655262414626,-10.2258490037491,9.10484295853158e-21,7.40744522362537e-19,36.3293360636939,0.435637259099822,0.837048715939024,0.401411456839202,"1",228556332,"F","II","OBSCN","Body","shelf","Body-shelf","chr1:228558945-228559246",NA,TRUE,"","rs34715366",""
"cg22677048",-0.455773589077733,0.587770801557599,-10.223275203099,9.27756149189982e-21,7.53904224141121e-19,36.3107374855936,0.498051591109226,0.953825180186959,0.455773589077733,"11",5345539,"F","II","OR51B2","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg05311410",0.408243392390211,0.382961602861015,10.2231792976315,9.28405996392367e-21,7.54283698636832e-19,36.3100444989963,0.463324475378773,0.0550810829885617,-0.408243392390211,"7",27225523,"F","I","HOXA11AS","Body","island","Body-island","chr7:27225050-27225629",NA,NA,"","rs17427875",""
"cg00175487",-0.405159820686271,0.431060997041288,-10.222524260445,9.32856595104763e-21,7.57624919731684e-19,36.3053114516439,0.351305126827456,0.756464947513726,0.405159820686271,"14",101490186,"F","II","MIR380","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg02490589",-0.469267761977413,0.572849231925159,-10.2215798936283,9.39310398847145e-21,7.61792553336353e-19,36.2984880394706,0.480473688228818,0.94974145020623,0.469267761977412,"1",158944784,"R","II","PYHIN1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg15499402",-0.429630474334857,0.591231623762068,-10.2207762778968,9.44837272651977e-21,7.65672736858075e-19,36.2926818125317,0.506658695743396,0.936289170078253,0.429630474334857,"6",97282253,"R","II","GPR63","5'UTR","shelf","5'UTR-shelf","chr6:97284830-97285782",NA,NA,"","",""
"cg13153796",-0.411363339662061,0.624549363077881,-10.2202469311925,9.48495517827556e-21,7.68335388234541e-19,36.2888573174071,0.543572327711334,0.954935667373395,0.411363339662061,"14",101405628,"F","II","SNORD113-6","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs73350906",""
"cg03904639",-0.422872753386766,0.5853855843656,-10.2194371210986,9.54119289379948e-21,7.72284298670977e-19,36.2830066508301,0.502142916376079,0.925015669762845,0.422872753386766,"13",37677730,"F","II","CSNK1A1L","1stExon","opensea","1stExon-opensea","",NA,NA,"","rs34413117",""
"cg16852792",-0.422158496836957,0.606421477945446,-10.2192831507204,9.55192291745899e-21,7.73001121623779e-19,36.2818942766685,0.523319411638958,0.945477908475915,0.422158496836957,"2",50598121,"R","II","NRXN1","Body","opensea","Body-opensea","",NA,TRUE,"","rs5831116",""
"cg22969763",-0.42358083623143,0.565344630011998,-10.2181049596742,9.63442804134518e-21,7.78608642813891e-19,36.2733825482915,0.481962575635733,0.905543411867161,0.423580836231429,"12",10607538,"F","II","KLRC1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg20770989",-0.437847694410323,0.526725382473379,-10.2171646260053,9.70078505764656e-21,7.83605934588752e-19,36.2665894883147,0.440534891447725,0.878382585858048,0.437847694410323,"11",56113543,"F","II","OR8K1","1stExon","opensea","1stExon-opensea","",NA,NA,"","rs10896271",""
"cg19757131",-0.47537424424276,0.539774548996526,-10.21510342592,9.8478334500704e-21,7.93678036209161e-19,36.2517000852838,0.446196941862124,0.921571186104884,0.47537424424276,"6",149286330,"F","II","UST","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg21594839",-0.459270653750565,0.4387091307723,-10.2095605905567,1.02543554695787e-20,8.25179525297791e-19,36.2116666962625,0.348301521766283,0.807572175516848,0.459270653750565,"8",133072043,"R","II","OC90","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg10370591",-0.41931275884944,0.408901183522904,-10.2081315074565,1.03618462365612e-20,8.32826324532928e-19,36.2013465322753,0.326359301859628,0.745672060709068,0.419312758849439,"2",1417431,"F","II","TPO","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg10979181",-0.430677614470881,0.563916544230535,-10.203792323245,1.06951407282581e-20,8.57776072862654e-19,36.1700146518137,0.479137486263826,0.909815100734707,0.430677614470881,"7",136586606,"R","II","CHRM2","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg05988964",-0.442416508624906,0.407652661106945,-10.2013597921225,1.08866265808402e-20,8.71946916250784e-19,36.1524525228817,0.320562797204405,0.762979305829311,0.442416508624906,"8",140629559,"F","II","KCNK9","3'UTR","shore","3'UTR-shore","chr8:140631096-140631332",NA,NA,"","","rs77134718"
"cg03564455",-0.446745950038229,0.553473679068918,-10.2004502851249,1.09590943939348e-20,8.77240096003227e-19,36.1458866063831,0.465531562919661,0.91227751295789,0.446745950038229,"6",29274096,"F","II","OR14J1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs3117427",""
"cg00946316",-0.452068114589492,0.509652614551282,-10.1988324230533,1.10891904501179e-20,8.87137386744583e-19,36.1342075292682,0.420662828214768,0.87273094280426,0.452068114589492,"7",157552159,"R","II","PTPRN2","Body","shore","Body-shore","chr7:157550547-157551025",NA,NA,"","",""
"cg01975957",-0.425868490703311,0.467156328825535,-10.1985336027006,1.11133868071275e-20,8.88728364403013e-19,36.1320504787994,0.383323948765828,0.809192439469139,0.425868490703311,"1",152798912,"F","II","LCE1A","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg08867933",-0.402092832578834,0.483327940545175,-10.1983902282092,1.11250148937284e-20,8.89485805074625e-19,36.1310155317687,0.404175808147766,0.806268640726601,0.402092832578834,"15",89150842,"F","II","MIR1179","TSS1500","shore","TSS1500-shore","chr15:89147660-89149198",NA,NA,"","",""
"cg11354857",-0.401411843798609,0.558190894985582,-10.1980071327015,1.11561444496756e-20,8.91629067767226e-19,36.1282501910496,0.479172815497666,0.880584659296276,0.401411843798609,"21",32128696,"R","II","KRTAP21-1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg26881651",-0.420925493132975,0.565208048563737,-10.1941882601783,1.14712339908966e-20,9.15392932443222e-19,36.1006863539209,0.482348699521813,0.903274192654788,0.420925493132975,"13",39327640,"R","II","FREM2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg23856293",-0.406059500413852,0.551628683257184,-10.1935034042359,1.15286692661082e-20,9.19442580733481e-19,36.0957436569697,0.471695710734772,0.877755211148624,0.406059500413851,"20",62795341,"F","II","MYT1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg25499121",-0.422635716564315,0.501098986738248,-10.1891849017554,1.1897485557588e-20,9.4684289798948e-19,36.064579619176,0.417902979540549,0.840538696104863,0.422635716564315,"17",50007030,"R","II","CA10","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg10807560",-0.407069289136235,0.559142230629704,-10.1866850676787,1.2116319093515e-20,9.62957883624695e-19,36.0465423226425,0.479010480799737,0.886079769935971,0.407069289136235,"2",40656665,"R","II","SLC8A1","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg03773882",-0.458150879078124,0.554640341267386,-10.1862808070333,1.21520818766909e-20,9.65614117622681e-19,36.0436255939765,0.464453160346495,0.922604039424619,0.458150879078124,"1",247921487,"F","II","OR1C1","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg15603812",-0.428146347776281,0.517495913843145,-10.1834386431047,1.24064941673951e-20,9.83934458885081e-19,36.0231208218497,0.43321513672183,0.861361484498111,0.428146347776281,"2",230447056,"F","II","DNER","Body","opensea","Body-opensea","",NA,NA,"","rs75138698",""
"cg20268857",-0.409436233317515,0.429542312900924,-10.1805621679742,1.26693715269652e-20,1.00304703201807e-18,36.0023709323293,0.348944629177003,0.758380862494518,0.409436233317515,"1",158687431,"R","II","OR6K3","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg08921491",-0.44161416183458,0.53674981869488,-10.1791829400914,1.27973750858168e-20,1.01240392650034e-18,35.9924225270844,0.449817897073899,0.891432058908479,0.44161416183458,"15",88577641,"F","II","NTRK3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg14718379",-0.444265522383621,0.578505908064733,-10.1747153423104,1.32209014803977e-20,1.0433079517e-18,35.9602014813257,0.491052065075831,0.935317587459451,0.44426552238362,"7",71806067,"R","II","CALN1","Body","shelf","Body-shelf","chr7:71800757-71802768",NA,NA,"","",""
"cg24143287",-0.416332451174662,0.572835800584104,-10.1742543085632,1.32653930398388e-20,1.04641854780374e-18,35.9568767655394,0.490880593659958,0.90721304483462,0.416332451174662,"10",128209980,"F","II","C10orf90","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg02909329",-0.493194816682062,0.524293672422286,-10.1686283760854,1.38204637510104e-20,1.08750070745527e-18,35.9163107613974,0.427208078587234,0.920402895269296,0.493194816682061,"7",4049599,"F","II","SDK1","Body","opensea","Body-opensea","",NA,NA,"","rs73298927",""
"cg12485926",-0.433061070367019,0.510314159777938,-10.1673278536487,1.39520292972955e-20,1.09701620216884e-18,35.9069346239895,0.425065917579706,0.858126987946725,0.433061070367019,"11",58170303,"F","II","OR5B3","1stExon","opensea","1stExon-opensea","",NA,NA,"","rs11229411",""
"cg02526439",-0.436275574920678,0.480896285692134,-10.1666093907193,1.40252449901798e-20,1.10214270885775e-18,35.9017550682658,0.395015267006961,0.831290841927639,0.436275574920678,"8",89053427,"F","II","MMP16","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg13056990",-0.470320394571171,0.530801973222635,-10.1653869464342,1.41506986796798e-20,1.11115445309214e-18,35.8929425518337,0.43821921838579,0.90853961295696,0.47032039457117,"1",4736099,"R","I","AJAP1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05022673",0.425392589249051,0.533429515471959,10.1641926570456,1.427434065844e-20,1.12001033082252e-18,35.8843334287648,0.617168214143032,0.191775624893981,-0.425392589249052,"6",56819429,"R","I","DST","TSS200","island","TSS200-island","chr6:56818873-56820308",TRUE,NA,"","",""
"cg14713137",-0.45018334489287,0.551445256653711,-10.1587004054005,1.48569164041917e-20,1.16228318241341e-18,35.8447475603487,0.462826487974013,0.913009832866882,0.450183344892869,"1",210115499,"R","II","SYT14","Body","shelf","Body-shelf","chr1:210111179-210112054",NA,NA,"","",""
"cg23429036",-0.410776576072618,0.396294329875974,-10.15696227958,1.50461637887779e-20,1.1759827390987e-18,35.8322217317409,0.315432799153017,0.726209375225635,0.410776576072618,"2",215369157,"F","II","VWC2L","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg27522567",-0.442278239464274,0.544080892500168,-10.1501677441051,1.58092394349092e-20,1.23105850287126e-18,35.7832654066586,0.457018246936334,0.899296486400608,0.442278239464274,"13",108227406,"R","II","FAM155A","Body","opensea","Body-opensea","",NA,TRUE,"","","rs4344596"
"cg21542666",-0.444453905479536,0.490688105426291,-10.1498135594296,1.58500558057541e-20,1.23378880332388e-18,35.7807137931351,0.403197179150791,0.847651084630327,0.444453905479536,"1",248005715,"R","II","OR11L1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg09319695",-0.430913105961792,0.557061972982221,-10.1485377971694,1.59979456627525e-20,1.24342352080607e-18,35.7715232686691,0.472236558422813,0.903149664384605,0.430913105961792,"6",13976724,"R","II","RNF182","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg17712694",0.44033219477621,0.400323380060259,10.1454123865421,1.63660767437751e-20,1.26916632851083e-18,35.7490100166784,0.487002945961087,0.0466707511848772,-0.44033219477621,"5",16180068,"R","I","MARCH11","TSS200","island","TSS200-island","chr5:16179064-16180420",NA,NA,"","",""
"cg21131622",-0.436432518065,0.575290973877376,-10.1449667499625,1.64192484738979e-20,1.27281113132154e-18,35.7458002017077,0.489379060872455,0.925811578937454,0.436432518064999,"5",169259493,"F","II","DOCK2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg20213166",-0.413275065727851,0.540636527180805,-10.141755358985,1.68075338065379e-20,1.30071076023538e-18,35.7226710568578,0.459283167785559,0.872558233513409,0.41327506572785,"11",6191635,"F","II","OR52B2","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg02589604",-0.43447014191907,0.521270187238359,-10.1413216619332,1.68606667450224e-20,1.30457788025766e-18,35.7195477102404,0.435744568750353,0.870214710669423,0.434470141919069,"2",1997887,"F","II","MYT1L","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","","rs76232923"
"cg06116757",-0.466898042878645,0.582215630744258,-10.1412115638656,1.6874181605288e-20,1.30537871394051e-18,35.718754828287,0.49030656718547,0.957204610064115,0.466898042878645,"1",177131972,"R","II","ASTN1","Body","shore","Body-shore","chr1:177133392-177133846",NA,NA,"","",""
"cg27611699",-0.415235240206419,0.532466563882054,-10.1392764573333,1.71134881353231e-20,1.3224032782964e-18,35.7048195589091,0.45072734336898,0.865962583575399,0.415235240206419,"3",193189809,"R","II","ATP13A4","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg26611809",-0.409863549280568,0.509129234523206,-10.1383053231982,1.72348531544132e-20,1.33128267115834e-18,35.6978265572706,0.428447433483725,0.838310982764292,0.409863549280567,"10",79393414,"F","II","KCNMA1","Body","shelf","Body-shelf","chr10:79396095-79398495",NA,NA,"","rs11598241",""
"cg20123962",-0.415534819449283,0.497684559137864,-10.1367464811402,1.74314577036388e-20,1.34514488342097e-18,35.686602139762,0.415886366332887,0.83142118578217,0.415534819449283,"18",3845703,"F","II","DLGAP1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg14340196",-0.409481177996263,0.497324958295401,-10.1363750209326,1.74786351928419e-20,1.34733786637612e-18,35.6839275531832,0.416718427193774,0.826199605190037,0.409481177996263,"7",94045777,"F","II","COL1A2","Body","opensea","Body-opensea","",NA,NA,"","rs71648060",""
"cg02129712",-0.456067140744285,0.589068732142385,-10.1359361034238,1.75345438239408e-20,1.35114256884792e-18,35.6807673137295,0.49929173593288,0.955358876677165,0.456067140744285,"8",56090701,"F","II","XKR4","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg19434087",-0.407550670859037,0.547273661137666,-10.1311436265989,1.81566967986662e-20,1.39569371081078e-18,35.6462648511784,0.467047151126044,0.874597821985081,0.407550670859037,"7",157696664,"F","II","PTPRN2","Body","shore","Body-shore","chr7:157695025-157695358",NA,NA,"","","rs76889617"
"cg01808849",-0.434497719065901,0.451322776230499,-10.1297393803719,1.83431183023982e-20,1.40792478237654e-18,35.6361565630817,0.365791729170283,0.800289448236184,0.434497719065901,"5",16857119,"R","II","MYO10","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg12484411",-0.411551982552098,0.464107366805572,-10.1259692698462,1.88530905611121e-20,1.44384360336764e-18,35.6090208117175,0.383093197011852,0.79464517956395,0.411551982552098,"8",110099683,"F","II","TRHR","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg02700328",-0.409599771148606,0.622805740944475,-10.1239274262048,1.91351458388708e-20,1.46408534423358e-18,35.5943262073606,0.54217586473412,0.951775635882725,0.409599771148606,"2",222432475,"F","II","EPHA4","Body","shelf","Body-shelf","chr2:222436034-222438941",NA,NA,"","rs6740923",""
"cg26238975",-0.445126309597696,0.50047666585679,-10.121742852864,1.94415654865649e-20,1.48642750203221e-18,35.5786057946196,0.412853376565905,0.857979686163601,0.445126309597696,"14",101520662,"F","I","MIR134","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg04379522",-0.436955799896332,0.532127404485435,-10.1202045615423,1.96602573600263e-20,1.50147798854305e-18,35.5675369491451,0.446112483246,0.883068283142331,0.436955799896332,"19",54290737,"R","II","MIR372","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg17387069",-0.402479929616475,0.404370307869088,-10.117768447927,2.00116039993731e-20,1.52576828637069e-18,35.5500092301018,0.325141975267419,0.727621904883894,0.402479929616475,"7",157435269,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg07448997",-0.452965660635992,0.561744345670296,-10.1165445359302,2.01904713273883e-20,1.53826852670714e-18,35.5412039128952,0.472577877041164,0.925543537677156,0.452965660635992,"7",77779958,"F","II","MAGI2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg00236305",-0.424307447022206,0.580840543744914,-10.1148562662781,2.04398137177177e-20,1.55611568883313e-18,35.5290585549934,0.497315455748417,0.921622902770622,0.424307447022205,"2",1796076,"R","II","MYT1L","Body","opensea","Body-opensea","",TRUE,NA,"","",""
"cg25863289",-0.425748298560109,0.616762099156875,-10.1130066853744,2.07164966193217e-20,1.57485463362227e-18,35.5157537088119,0.532953378967877,0.958701677527986,0.425748298560109,"15",102193416,"F","I","TM2D3","TSS1500","shore","TSS1500-shore","chr15:102192165-102193345",NA,NA,"","",""
"cg23973123",-0.437539274098432,0.587346474453584,-10.1116644485626,2.09196140345296e-20,1.58941670962917e-18,35.5060990527654,0.501216696087751,0.938755970186183,0.437539274098432,"4",81207949,"R","II","FGF5","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg19762801",-0.405553164370224,0.623985157933459,-10.1077557019803,2.15224657734766e-20,1.63101381677557e-18,35.4779866700085,0.54415185786058,0.949705022230803,0.405553164370223,"7",83587829,"R","II","SEMA3A","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg22644557",-0.447174539939421,0.518512403007749,-10.106913776697,2.16545615930958e-20,1.63981920699132e-18,35.4719319972237,0.430485918767706,0.877660458707126,0.44717453993942,"8",93030099,"R","II","RUNX1T1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
